Data,Turbidity,pH,Alkalinity,DissolvedOxygen,RainAccumulation1D,RainAccumulation2D,RainAccumulation3D,RainAccumulation4D,RainAccumulation5D,RainAccumulation6D,RainAccumulation7D,RainAccumulation15D,RainAccumulation30D,RiverLevel,MeanTemperature
2018-01-01,7.367186062757242,6.8454856418397485,25.788530412163517,6.715897464958448,0.0011550268974043,2.7948468319420123,2.3187408703299783,1.4606833101821557,9.169685524675897,26.20781680638309,19.561825451749584,103.9330152809549,52.55965866315457,12.00554016877857,26.183333333333334
2018-01-02,35.75518252861534,6.807068810720399,19.94342455187646,5.233227905632293,0.0010919522801317,0.2552472042393584,0.7180597986518913,1.4460200048468823,2.584407582079574,14.293564890743186,19.87397425319827,7.830140318068282,25.022983222064383,11.948239632313769,27.616666666666664
2018-01-03,9.341617563810493,6.906233623982334,19.91000969246645,5.8566471474754,0.0120317233655147,0.0137852189417287,0.0293626330110271,0.0071391783282067,0.3899620034717994,1.2034194527852466,4.06054303210417,12.90598395105985,-0.5103830561721177,11.890858165315931,27.25
2018-01-04,16.10520414895118,6.81761515947656,20.24916210803756,6.00439321427321,0.0021389571060717,1.9292730103080815,0.788017840173347,0.6797005291710864,1.6940395190823925,7.949184922933598,9.757877063937826,10.1631766382818,52.03841903040898,11.993244386052485,24.5
2018-01-05,16.53150204966962,7.0459846119924,18.217803195393746,6.050563076006978,0.0024793550651483,1.0776610545000491,0.135524018241547,0.6187801541115505,5.573754921379239,8.767472299053194,24.55253713973438,2.4477734574637164,33.67329188762182,12.046827147997556,23.820833333333336
2018-01-06,11.600115171384688,7.137448365120395,17.997191310362567,7.871049479996571,1.3575415235962471,2.361866687406549,3.277515953368448,2.3227830254155464,6.40372371702655,9.977788728193516,27.72723340370094,44.87850725429468,133.811269867077,12.027582253239324,26.066666666666666
2018-01-07,19.2441015963557,7.204423558205113,17.947146587831437,6.923575453402567,1.726162203018588,24.68049798735921,35.252675582399334,39.25724714607647,20.322813926223667,27.401053060250224,35.48483498555511,26.053545632783848,74.07701924014395,11.947033404969297,23.770833333333332
2018-01-08,4.67547589610217,7.0562291137412165,18.470030430376376,6.295405832796795,3.361869101242392e-05,0.0100688420187999,0.0004499501387633,3.833789164852241e-05,0.4393950704115895,0.6623144239237075,0.461857688252702,20.127592905048463,61.36749429730844,11.95141629776604,23.46666666666667
2018-01-09,0.8257635182129711,7.011333149750544,17.218568389164002,4.616780387759188,0.112235440507826,0.0367088649065661,1.1569209369834503,6.922300402535918,10.344320003831667,3.379948946002401,5.0038546394954455,22.61907739875115,125.04197626155042,11.91755766171441,25.291666666666668
2018-01-10,10.476451839669982,7.557801034192535,17.87221951440227,6.094309701380012,4.0023613211830416,12.223207629983948,48.83933063231545,12.342229569753114,9.382259749643303,11.82630662482105,47.06552935880055,55.685055903652426,146.47209051252173,11.970669544591695,26.129166666666666
2018-01-11,31.050686265046615,8.08782708474461,18.767222444220533,5.573043751857098,0.0002747186665168,0.0297923679324084,0.0364632757249498,0.0575028295424054,1.6770853447253509,7.672371826584294,25.179372599035524,23.76346793830548,74.0852011602165,12.026633390397016,25.933333333333334
2018-01-12,23.64712827305348,6.971026758731866,21.97378660594194,5.486459900902777,0.0036183534726462,0.2685282900704316,1.425823168625689,1.1144145563628782,8.361290512782436,6.350400383289015,5.08275911612476,47.54056515729528,126.75265302407942,11.8935792165101,25.84166666666667
2018-01-13,8.806576398887035,6.742626637630481,24.740138246559155,5.988674158421131,0.0006004580588406,0.0722311593300727,0.3055779357094274,0.0265708919509913,2.102407462597516,2.216386006132117,25.346501592814004,95.1826857563792,126.43961015832288,11.977592901079172,25.645833333333332
2018-01-14,13.549364265484948,6.983382767265587,19.665495957537026,3.94225087248018,0.2783072124674995,3.7888601215390416,1.259742666209968,12.47620779688475,18.048668214042785,6.897628105093782,13.684834349798551,4.989452303428524,106.0762295174545,11.905611626935816,26.208333333333332
2018-01-15,41.12591060750802,7.117979267419756,21.91519991760792,7.183296777165936,0.1078344995596651,0.3071564044058891,0.1514427737125345,1.1584785373563329,4.287452952379042,20.69421214970669,45.405251166010224,100.78382458657444,162.86837244602538,11.940736451084712,27.325
2018-01-16,68.9055554186252,7.287673229571839,26.98757353905817,6.960543063179419,1.377848914711944,9.122373048696366,8.101476113456657,15.136542674049014,26.05257572723557,23.877202405065944,23.36598972402339,66.7545370796513,171.46775409884484,12.04121535108556,26.316666666666666
2018-01-17,1.0048946518659505,6.8815017298328325,16.652838952123012,6.371085464756236,0.2941336264734235,3.333300191348516,3.526221190116773,2.551678282553338,2.95491989001851,6.308935473853959,18.547169852022478,34.171060108479665,141.70742344522347,11.941254790797412,26.583333333333332
2018-01-18,33.59304920422481,7.079313675374762,20.97194860427531,6.97953391902859,1.8278833704868773e-05,0.0104587177259427,0.1267353632482902,0.3491588663729499,3.981791316499778,11.86132600393702,18.49520256618697,113.20290746309752,196.8521824836301,11.948309458268822,28.337500000000002
2018-01-19,32.08540218427006,7.683419909615218,51.0414036944379,7.541268073481737,0.0001242912118031,1.8517991081990248,3.1374348142282065,11.388156736014285,26.66265464563933,43.75757431867212,63.929732711246736,56.869099132901226,181.2151115592712,11.98922633813565,27.304166666666664
2018-01-20,10.855010664272768,7.372338506656791,19.831704092996617,6.061346209293591,1.1210233767221685,2.8575171443556946,2.867970619815804,23.95547429454913,10.23536609322058,7.959546850724763,8.91154987459305,36.95347007728538,130.5640847430097,11.952509648115308,26.079166666666666
2018-01-21,7.2252484985278596,7.019193070101836,20.98885151422039,7.519940194402733,0.0090870726173536,0.9014602502948148,0.9577411645926144,2.38538420120838,5.067170163733093,9.063363906398765,4.166851079000033,15.87885095384432,84.32560712209028,11.974950445774471,25.97083333333333
2018-01-22,6.677367919641145,6.819915133678393,17.868460236950867,6.778448737453169,0.1948750703108655,0.8748785924266086,7.046352165982725,11.448963284184236,11.337244578192896,29.02193484009896,21.85840606240724,37.97787071478472,47.98216525341333,11.936080522263014,26.795833333333334
2018-01-23,3.3164958098459483,7.179243643682999,21.266639323313736,7.156555501674053,0.0112050919360085,0.0143354115480139,0.0246036777077881,0.2122994901048364,2.4418632941419944,5.607422044150387,3.4872689794217417,12.683992852096594,11.6065067121187,11.92448165405373,26.795833333333334
2018-01-24,6.198890408625843,7.749799746841918,18.33848907450393,5.371592605485435,0.0052779472318347,5.689315505497187,9.604141493198291,37.60383656437208,25.182787901355297,37.57998637098619,44.20981150535504,11.772424681146145,71.74653688702499,11.97891124112246,27.9375
2018-01-25,15.012171144829596,6.7686046396205874,21.76623268474922,4.712677106726072,0.6752857068413676,0.2046915669196224,0.270879243810967,1.3775116560367309,0.9489169457681946,2.7904761031473835,1.43724062038441,27.874964556531324,43.61700344965272,11.920720329750964,27.4375
2018-01-26,89.65107903495745,6.887040956952286,18.680550519539416,4.633782084886888,0.4410928335070823,0.7082559564046806,22.119580280804197,30.963171601404635,27.36235065043654,31.175151740891568,39.65623170875855,89.74071490100941,158.01675262590177,11.973105960705748,25.145833333333332
2018-01-27,26.63726701360416,6.943875072031295,17.881305885047688,5.506106605779047,0.1473943682910038,2.092064985865569,0.835603180300914,0.2518222799690109,0.2599577984088319,3.487213559639035,3.820192044855716,17.945784765688913,24.127764177131155,11.8617241308639,25.1125
2018-01-28,67.09978626953321,6.476414730012789,38.51265635402997,5.924138704561025,1.7901135367873036,3.3712540175196484,5.582726880303381,30.27228168290094,34.6558545704208,77.12473194103355,103.19455722313938,145.9949958560903,274.9069230260065,11.996785741120448,25.495833333333334
2018-01-29,31.96441258523948,7.20310976879051,23.12501086320558,5.17747410111654,3.7652794614554255,26.53139791162817,55.20064305299815,19.311092288687902,31.17359313705831,36.2269145344266,34.54899668708,112.91300043209168,91.32609602602328,11.880073994730148,26.366666666666664
2018-01-30,23.67495309241385,6.914860606806287,22.881110968048365,3.908476029379802,0.3155285241683267,17.577041572352336,28.4400352675802,15.999218747258574,20.38414971500952,40.04468283168126,27.96524977412312,46.70591269445251,71.70104201944672,11.923856613360416,23.320833333333336
2018-01-31,7.614265790410295,6.9285476503432655,20.36915753727712,6.235153019354399,0.8789656739493326,1.3004563437728194,1.928821321751797,4.180440877183845,7.02982329802548,7.540282778179285,23.306380479842247,65.95705577336307,208.25576850694705,11.963460169862016,23.6375
2018-02-01,8.291211966737274,6.982140153491381,21.255445316171382,6.826305780626246,6.140547506997115e-05,0.0132514493571773,0.0124125080431267,0.0631613799724884,0.5576250958443764,1.1547205360291388,3.768943019771797,38.91984125305216,111.19935741294312,11.95728325671502,23.6375
2018-02-02,7.306351186972032,7.407228804625364,19.53182668791741,5.6444131606388455,4.605816333240468,50.08640113475906,3846.833711036376,80.61697399785471,72.64476210615717,118.99394677383498,118.29864667791222,182.53646556028525,158.87976134381017,12.092537270636813,24.145833333333332
2018-02-03,0.0002221783864147,6.952170656049006,22.017346802244724,7.120869735422402,0.0259452932058426,0.0401086022400499,0.0173927343677294,0.0142139417147201,0.0192727552282429,0.0174228593068563,0.0010571469209313,0.0656847230897734,-32.42638495692162,12.042748812757717,24.0
2018-02-04,38.31682395528603,6.931422172001094,19.425659780698798,6.750376214135372,0.0298044422057297,4.963385072490548,10.661968579951957,16.694417064495156,32.39705111414625,59.41685458888986,84.42214359702494,47.717699881361774,228.42959935419944,12.050295486576,23.233333333333334
2018-02-05,12.61199207508897,7.1580538960744535,20.95165114322076,6.825383793109939,0.1998285555291098,3.3571201319415933,2.087096858614974,4.08155415134898,10.44982238550704,9.090261124906323,15.137770264686782,57.92999489912618,44.58762914297805,11.908310485105286,21.541666666666668
2018-02-06,5.458642667599192,7.131458492713929,16.605515670513938,5.793795859092626,0.0060032270064284,0.3710084749220414,1.4366047365874148,5.043943378188543,2.425773502801852,0.4919615248819585,0.617849910229812,14.900510706270085,28.443010453372683,11.9894745268817,22.958333333333332
